total loss	score loss	border loss	direc loss	ctc loss	
19.378491	0.153189	0.105532	0.047782	3.814398	
20.645260	0.150764	0.096995	0.043964	4.070707	
20.783494	0.147715	0.098414	0.044899	4.098493	
18.976471	0.149482	0.098949	0.043669	3.736874	
20.692320	0.151277	0.100414	0.045194	4.079087	
20.386873	0.154143	0.106906	0.048673	4.015430	
21.622420	0.151798	0.097386	0.044700	4.265707	
24.159481	0.155387	0.102191	0.046090	4.771163	
17.468751	0.149411	0.102101	0.044408	3.434566	
16.885345	0.149826	0.098663	0.044582	3.318455	
20.505483	0.149036	0.099275	0.044827	4.042469	
22.410378	0.152533	0.106420	0.045675	4.421150	
17.036160	0.149431	0.104239	0.046656	3.347167	
23.383598	0.147459	0.091525	0.041668	4.620589	
16.413698	0.152184	0.099103	0.042449	3.223993	
20.024975	0.149274	0.101621	0.045248	3.945766	
18.813444	0.150526	0.100688	0.046785	3.703089	
16.973076	0.149092	0.106701	0.050325	3.333391	
17.873040	0.145027	0.100740	0.043259	3.516803	
21.771187	0.149402	0.099357	0.049394	4.294607	
15.613096	0.149065	0.102006	0.042804	3.063844	
19.209362	0.152348	0.104414	0.045132	3.781494	
22.352269	0.153041	0.106075	0.046723	4.409286	
17.241407	0.151407	0.094300	0.045155	3.390109	
20.392115	0.153715	0.098684	0.044250	4.019093	
17.100371	0.148455	0.097001	0.044923	3.361999	
18.471645	0.157660	0.103432	0.045066	3.633098	
20.868704	0.159921	0.108121	0.047227	4.110687	
22.886772	0.155810	0.100052	0.046229	4.516936	
21.827343	0.152865	0.098146	0.042176	4.306831	
19.326284	0.148761	0.096116	0.042493	3.807783	
15.363624	0.146405	0.095737	0.043465	3.015604	
21.277683	0.149079	0.099003	0.045893	4.196741	
18.472002	0.149062	0.097995	0.044460	3.636097	
20.084622	0.153975	0.103270	0.047302	3.956015	
22.067052	0.151560	0.094218	0.042881	4.355679	
23.659771	0.151895	0.092741	0.045701	4.673887	
19.945277	0.148704	0.097990	0.048709	3.929975	
16.400855	0.149609	0.100381	0.048760	3.220421	
17.440792	0.150497	0.100225	0.045739	3.428866	
20.488360	0.148716	0.101701	0.046262	4.038336	
17.713852	0.143675	0.096182	0.044660	3.485867	
19.154175	0.147291	0.100570	0.045328	3.772197	
19.887682	0.147028	0.089730	0.040931	3.921998	
16.862887	0.149241	0.095031	0.042221	3.315279	
20.040526	0.151612	0.103433	0.050706	3.946955	
16.434436	0.148227	0.098073	0.043428	3.228942	
18.242267	0.147731	0.096039	0.043222	3.591055	
21.208187	0.145136	0.099250	0.044488	4.183863	
22.565203	0.150551	0.100017	0.043989	4.454129	
18.340591	0.151137	0.104442	0.045839	3.607834	
16.503818	0.145456	0.101927	0.046921	3.241903	
19.915700	0.144321	0.095351	0.046063	3.925993	
18.498171	0.145863	0.102392	0.044972	3.640989	
19.691135	0.142283	0.094320	0.044430	3.882020	
20.278205	0.142872	0.095654	0.043364	3.999263	
17.992252	0.143741	0.092295	0.041533	3.542937	
14.465050	0.142905	0.092410	0.040763	2.837794	
19.555777	0.137871	0.092028	0.041746	3.856827	
20.347514	0.143027	0.099389	0.042917	4.012436	
16.334826	0.142589	0.098954	0.044911	3.209675	
14.138827	0.142009	0.094501	0.041746	2.772114	
17.425836	0.140902	0.091001	0.046064	3.429574	
19.492626	0.140574	0.096757	0.042129	3.842633	
17.448966	0.145890	0.103164	0.042979	3.431386	
17.466191	0.140300	0.090268	0.043213	3.438482	
16.003418	0.143352	0.096353	0.045258	3.143691	
16.543880	0.140608	0.096643	0.041866	3.252953	
19.430883	0.140313	0.097280	0.045745	3.829509	
16.879847	0.141305	0.089890	0.043357	3.321059	
20.313747	0.140443	0.095911	0.039178	4.007643	
18.303854	0.142904	0.092423	0.043327	3.605040	
16.640629	0.138360	0.092133	0.040548	3.273917	
16.371349	0.141679	0.092295	0.040782	3.219319	
15.951349	0.145307	0.095713	0.041687	3.133728	
19.645429	0.143817	0.094319	0.047108	3.872037	
17.264263	0.140341	0.090704	0.041328	3.398378	
13.682759	0.141333	0.098678	0.043850	2.679779	
20.544226	0.142989	0.098327	0.041426	4.052297	
17.879050	0.140756	0.103787	0.045630	3.517776	
14.804998	0.138926	0.093459	0.042792	2.905964	
14.502482	0.144254	0.095808	0.044391	2.843606	
13.635290	0.141189	0.098428	0.044672	2.670200	
17.280679	0.140763	0.091315	0.041056	3.401509	
17.967832	0.138070	0.087325	0.038392	3.540809	
20.732541	0.141003	0.095906	0.040834	4.090960	
15.308600	0.138194	0.090752	0.041983	3.007534	
15.259437	0.139549	0.090590	0.040940	2.997672	
16.700630	0.142219	0.089151	0.040651	3.285722	
14.810258	0.142353	0.095185	0.041749	2.906194	
17.208371	0.139216	0.095355	0.039591	3.386842	
16.140312	0.141282	0.091853	0.043293	3.172777	
19.314993	0.136788	0.093867	0.040326	3.808802	
14.339356	0.139142	0.093906	0.041972	2.812867	
14.916179	0.138010	0.092185	0.039882	2.929220	
21.492545	0.139978	0.089996	0.040996	4.244315	
16.838565	0.144126	0.095727	0.043434	3.311056	
18.337385	0.140305	0.089576	0.039701	3.613561	
19.665996	0.142387	0.096104	0.043379	3.876825	
15.909807	0.139469	0.085477	0.039260	3.129120	
14.041085	0.134909	0.089119	0.041629	2.755086	
15.597371	0.142715	0.087852	0.039260	3.065509	
15.690740	0.141386	0.099636	0.042929	3.081358	
19.737116	0.141469	0.092960	0.042999	3.891938	
14.232758	0.141316	0.095270	0.042928	2.790649	
14.531827	0.142320	0.101216	0.047431	2.848172	
15.084111	0.138866	0.089072	0.039550	2.963325	
16.722569	0.141590	0.098937	0.044389	3.287530	
16.056001	0.142038	0.090388	0.041765	3.156362	
18.997373	0.141464	0.096820	0.044998	3.742818	
18.065131	0.138988	0.090399	0.042164	3.558716	
18.124371	0.136785	0.090983	0.041683	3.570984	
15.595370	0.136235	0.087419	0.041225	3.066098	
17.524227	0.140172	0.091673	0.040317	3.450413	
16.346557	0.138402	0.094439	0.042879	3.214167	
15.285049	0.140888	0.091626	0.041109	3.002285	
16.951191	0.141004	0.089444	0.045461	3.335056	
17.887467	0.141232	0.089454	0.038747	3.523607	
17.661323	0.138457	0.093368	0.041452	3.477609	
16.347996	0.139616	0.093760	0.041319	3.214660	
11.261668	0.136471	0.095851	0.042346	2.197400	
16.483888	0.140612	0.092741	0.038622	3.242383	
13.781643	0.136431	0.095921	0.041895	2.701479	
17.304784	0.141116	0.093669	0.043279	3.405344	
18.242466	0.140803	0.092799	0.040985	3.593576	
17.769019	0.140186	0.096830	0.043907	3.497619	
17.370036	0.139532	0.092818	0.039878	3.419562	
22.107888	0.141031	0.087016	0.040025	4.367963	
14.632517	0.137405	0.093190	0.041483	2.872088	
16.687502	0.140901	0.098392	0.043337	3.280975	
17.149268	0.140592	0.092843	0.040218	3.375123	
16.326177	0.137742	0.090628	0.042677	3.211026	
16.046736	0.136751	0.092677	0.043921	3.154677	
14.766073	0.141581	0.094784	0.043217	2.897298	
14.772622	0.138391	0.091793	0.041353	2.900217	
16.821440	0.136289	0.093314	0.042785	3.309810	
16.969877	0.137816	0.090636	0.040712	3.340143	
17.532874	0.138065	0.093224	0.042831	3.451751	
18.560678	0.140282	0.087084	0.039389	3.658785	
15.948724	0.139202	0.093126	0.042293	3.134821	
16.561515	0.136157	0.093184	0.043116	3.257812	
17.915823	0.141256	0.096279	0.044665	3.526725	
22.226930	0.138420	0.090909	0.039892	4.391542	
15.196301	0.136495	0.089316	0.039848	2.986129	
14.788358	0.135956	0.086936	0.038519	2.905389	
21.804257	0.137278	0.092872	0.038633	4.307095	
18.067238	0.137912	0.094859	0.043312	3.558231	
15.768784	0.142594	0.089604	0.039149	3.099487	
16.195624	0.140278	0.092859	0.041348	3.184228	
14.931935	0.136955	0.087016	0.042454	2.933102	
14.859616	0.139313	0.091297	0.042259	2.917349	
13.548663	0.134934	0.084461	0.039344	2.657985	
17.693788	0.141152	0.090373	0.041412	3.484170	
16.717740	0.139777	0.095489	0.043181	3.287859	
16.113980	0.136970	0.088156	0.039108	3.169949	
17.787212	0.136380	0.090859	0.042914	3.503412	
17.782917	0.141886	0.096889	0.041800	3.500468	
16.531035	0.138172	0.093072	0.039756	3.252007	
18.436905	0.140940	0.091450	0.043840	3.632135	
15.923429	0.138381	0.091962	0.040088	3.130600	
13.739903	0.134775	0.091394	0.042367	2.694274	
19.153872	0.136173	0.094178	0.046877	3.775329	
13.401518	0.137479	0.090642	0.037226	2.627234	
15.611989	0.138564	0.093386	0.043782	3.067251	
13.945386	0.137577	0.094533	0.041703	2.734315	
18.484685	0.137784	0.091791	0.040744	3.642873	
10.676505	0.138002	0.094987	0.039351	2.080833	
16.184259	0.136997	0.091948	0.041514	3.182760	
24.099779	0.138297	0.091345	0.039763	4.766075	
15.190798	0.139176	0.090817	0.042294	2.983702	
14.181214	0.137663	0.091595	0.042603	2.781871	
16.575303	0.139097	0.096203	0.045199	3.258961	
14.403607	0.138285	0.096976	0.039892	2.825691	
18.636308	0.140142	0.098433	0.042758	3.670995	
13.998823	0.136010	0.087934	0.041000	2.746776	
17.147469	0.136971	0.092527	0.043674	3.374859	
14.356672	0.140460	0.095563	0.046159	2.814898	
15.784833	0.137226	0.092383	0.040897	3.102865	
18.360329	0.138717	0.091313	0.040434	3.617973	
15.542319	0.138844	0.086380	0.038101	3.055799	
16.456080	0.137187	0.086551	0.039601	3.238548	
17.825188	0.133947	0.088054	0.042258	3.512186	
17.777362	0.137410	0.091649	0.042520	3.501157	
16.186188	0.133679	0.088520	0.039395	3.184919	
17.438218	0.139692	0.090196	0.042486	3.433169	
14.458137	0.139232	0.094558	0.040225	2.836824	
19.396380	0.142118	0.094934	0.042915	3.823283	
17.198344	0.137193	0.087327	0.042784	3.386208	
19.454034	0.140820	0.087626	0.043460	3.836426	
18.862436	0.138695	0.092902	0.045234	3.717121	
15.747779	0.137151	0.094466	0.041628	3.094907	
17.597911	0.139037	0.091130	0.041442	3.465260	
16.021713	0.137833	0.092995	0.041318	3.149913	
22.076243	0.138586	0.089692	0.040610	4.361471	
14.109003	0.137994	0.092211	0.045414	2.766677	
14.655217	0.138289	0.089479	0.040917	2.877307	
12.497866	0.136297	0.096594	0.042162	2.444563	
18.224898	0.138831	0.097583	0.043939	3.588909	
15.024641	0.139513	0.095132	0.042104	2.949578	
17.725017	0.139285	0.095551	0.043669	3.489302	
17.878613	0.139683	0.091180	0.042503	3.521049	
18.190346	0.137226	0.083058	0.037813	3.586450	
14.809349	0.140590	0.091707	0.043689	2.906673	
13.859776	0.136137	0.089654	0.037720	2.719253	
13.759211	0.138391	0.088048	0.039469	2.698661	
20.739481	0.137354	0.089115	0.042796	4.094043	
16.423439	0.137079	0.089755	0.040831	3.231155	
16.602695	0.136757	0.097289	0.041328	3.265464	
15.326678	0.136634	0.098341	0.042932	3.009754	
14.496980	0.141706	0.089135	0.041140	2.845000	
19.017439	0.138601	0.088833	0.037306	3.750540	
13.696794	0.138152	0.091379	0.040528	2.685347	
20.448428	0.136398	0.085725	0.036212	4.038018	
15.468077	0.136208	0.094067	0.042171	3.039126	
14.202076	0.137963	0.091048	0.041520	2.786309	
22.247489	0.136173	0.087573	0.038721	4.397004	
12.784163	0.135821	0.097149	0.044865	2.501266	
17.504385	0.139328	0.087461	0.043304	3.446858	
15.145901	0.138785	0.089478	0.040365	2.975455	
16.344309	0.137342	0.090480	0.041440	3.215010	
16.275691	0.138502	0.089250	0.040457	3.201496	
13.066743	0.137728	0.087418	0.040201	2.560279	
15.619278	0.135304	0.094066	0.039491	3.070083	
16.964363	0.139518	0.087910	0.038342	3.339719	
15.243001	0.134844	0.087288	0.043787	2.995416	
14.603469	0.138468	0.094170	0.041065	2.865953	
18.713161	0.140175	0.088804	0.040658	3.688705	
18.525590	0.139503	0.090170	0.041229	3.650938	
15.976677	0.137950	0.093398	0.040466	3.140973	
17.162661	0.137138	0.086480	0.041393	3.379530	
15.709410	0.134357	0.086553	0.040095	3.089681	
16.473413	0.135144	0.086576	0.038264	3.242686	
20.565957	0.138468	0.094122	0.039633	4.058747	
15.059771	0.137056	0.089417	0.039318	2.958796	
13.589357	0.134197	0.086103	0.038622	2.666087	
18.728551	0.134811	0.089295	0.040639	3.692761	
18.938125	0.137883	0.089754	0.040285	3.734041	
20.661822	0.132106	0.088134	0.040908	4.080135	
19.521620	0.139510	0.089990	0.037989	3.850826	
19.506170	0.138220	0.093564	0.043637	3.846150	
14.376628	0.135150	0.094686	0.041554	2.821048	
15.689049	0.140866	0.091058	0.040696	3.083286	
15.667460	0.134648	0.098922	0.044324	3.077913	
17.695075	0.137475	0.093570	0.042183	3.484369	
14.991735	0.137704	0.089139	0.039707	2.945037	
13.759484	0.134658	0.086621	0.037985	2.700044	
16.524313	0.134923	0.087432	0.038919	3.252608	
14.665885	0.137852	0.089221	0.041896	2.879383	
16.307842	0.138004	0.085982	0.040393	3.208693	
17.703606	0.135243	0.092565	0.042005	3.486758	
15.465833	0.137472	0.082125	0.037395	3.041768	
12.949819	0.133373	0.091132	0.042237	2.536616	
13.941841	0.135518	0.089778	0.042684	2.734772	
15.534641	0.138246	0.092577	0.043598	3.052044	
18.745477	0.137229	0.090689	0.043760	3.694760	
17.073148	0.135802	0.091276	0.039632	3.361288	
15.509744	0.136477	0.089276	0.040604	3.048677	
13.621363	0.135550	0.092986	0.040975	2.670371	
18.885451	0.138727	0.087274	0.039229	3.724044	
17.991026	0.136901	0.085278	0.038073	3.546155	
19.446158	0.139537	0.092265	0.038995	3.835072	
13.643857	0.134787	0.091005	0.039792	2.675654	
17.453646	0.136673	0.088786	0.039548	3.437728	
23.042239	0.138380	0.097497	0.042774	4.552717	
21.650235	0.133125	0.086256	0.037723	4.278626	
14.492795	0.136564	0.087448	0.039464	2.845864	
15.450624	0.136651	0.086818	0.037959	3.037839	
18.064101	0.136422	0.095565	0.042593	3.557904	
14.125771	0.137777	0.088173	0.039457	2.772073	
13.389103	0.135450	0.090034	0.038631	2.624998	
18.954018	0.135816	0.086883	0.041333	3.737997	
14.809441	0.136632	0.091190	0.045426	2.907239	
12.273234	0.133860	0.087630	0.037559	2.402837	
19.842349	0.134868	0.091758	0.039418	3.915261	
15.273938	0.138407	0.088419	0.041594	3.001104	
20.642580	0.137006	0.097161	0.043797	4.072923	
19.057236	0.134641	0.090490	0.043059	3.757809	
14.136668	0.135531	0.089548	0.043051	2.773707	
19.638793	0.140139	0.093389	0.041048	3.872843	
22.416108	0.139076	0.093110	0.042227	4.428339	
17.803233	0.132710	0.085373	0.039665	3.509097	
15.618961	0.137169	0.088883	0.041334	3.070315	
17.627079	0.134671	0.090548	0.040722	3.472228	
15.874180	0.137025	0.091666	0.040897	3.120918	
13.600666	0.134044	0.089227	0.039613	2.667557	
13.232364	0.134561	0.084690	0.040966	2.594429	
14.844257	0.135232	0.086011	0.037650	2.917073	
15.527445	0.138465	0.088076	0.040237	3.052133	
18.928631	0.138104	0.087256	0.038704	3.732913	
14.058799	0.134681	0.087530	0.040657	2.759186	
18.250820	0.134008	0.090176	0.041562	3.597015	
17.192682	0.136885	0.085660	0.040141	3.385999	
14.545404	0.137655	0.091116	0.041850	2.854956	
14.461587	0.134914	0.086192	0.040361	2.840024	
17.344540	0.133546	0.087214	0.041511	3.416454	
15.037240	0.133861	0.098887	0.042720	2.952354	
18.429443	0.135066	0.087373	0.040929	3.633215	
14.537864	0.136173	0.092083	0.039900	2.853942	
18.386457	0.131978	0.088806	0.037987	3.625537	
14.552542	0.135130	0.091508	0.043279	2.856525	
16.720331	0.133623	0.085187	0.040125	3.292279	
16.399555	0.136060	0.089234	0.038988	3.227054	
15.070784	0.139730	0.094843	0.044188	2.958405	
13.874997	0.134384	0.089272	0.038990	2.722470	
16.185802	0.137839	0.089003	0.039771	3.183838	
11.360222	0.133781	0.086510	0.040744	2.219838	
16.657979	0.136534	0.089355	0.038957	3.278627	
17.669647	0.135165	0.088043	0.039119	3.481464	
17.119161	0.138924	0.091623	0.043102	3.369102	
17.581002	0.133128	0.084290	0.037725	3.465172	
16.816891	0.138201	0.092027	0.043021	3.308728	
15.515211	0.133984	0.086906	0.042325	3.050399	
15.547608	0.132686	0.091095	0.044045	3.055956	
15.158914	0.136120	0.092720	0.040327	2.977949	
18.417082	0.135702	0.100995	0.041170	3.627843	
19.194379	0.138154	0.092669	0.037665	3.785178	
17.533932	0.135678	0.088900	0.038483	3.454174	
17.884470	0.139876	0.092685	0.041105	3.522161	
18.835737	0.133470	0.088778	0.040059	3.714686	
15.879116	0.133540	0.086721	0.040971	3.123577	
17.483735	0.136663	0.087025	0.042253	3.443559	
14.255220	0.138384	0.091156	0.041858	2.796764	
16.148063	0.135636	0.086479	0.039707	3.177248	
15.840309	0.134861	0.089496	0.042103	3.114770	
18.758686	0.137195	0.087481	0.041760	3.698450	
16.992134	0.135369	0.088104	0.041256	3.345481	
14.405829	0.133850	0.086552	0.037911	2.829503	
16.599681	0.133390	0.085093	0.039894	3.268261	
17.005017	0.138173	0.088020	0.040595	3.347646	
11.677773	0.134758	0.095039	0.041322	2.281331	
15.707726	0.139536	0.095764	0.042246	3.086036	
16.491086	0.136190	0.088150	0.040962	3.245157	
19.602054	0.134911	0.082255	0.038464	3.869285	
12.902303	0.134969	0.090731	0.042188	2.526883	
17.097213	0.135859	0.091553	0.042128	3.365534	
14.065630	0.134145	0.087771	0.036572	2.761428	
